City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,lijiang,26.8688,100.2207,293.65,74,21,0.86,CN,1690075923
83,jamestown,42.097,-79.2353,292.95,72,0,2.06,US,1690075923
84,kashmar,35.2383,58.4656,298.81,22,0,1.75,IR,1690075923
85,prado,-17.3411,-39.2208,294.88,90,37,5.36,BR,1690075923
86,stanley,54.868,-1.6985,287.48,94,100,4.63,GB,1690075923
87,letterkenny,54.95,-7.7333,286.86,98,100,4.02,IE,1690075924
88,edinburgh of the seven seas,-37.0676,-12.3116,285.56,70,47,7.33,SH,1690075924
89,newtown trim,53.5561,-6.77,288.42,98,100,4.63,IE,1690075924
90,kalymnos,36.95,26.9833,303.89,45,0,5.14,GR,1690075924
91,soure,-0.7167,-48.5233,299.22,78,62,4.48,BR,1690075924
92,ilhabela,-23.7781,-45.3581,292.16,89,7,2.57,BR,1690075924
93,san antonio de pale,-1.4014,5.6325,296.0,78,73,5.18,GQ,1690075924
94,iskateley,67.6803,53.1512,286.19,97,100,4.38,RU,1690075925
95,klichaw,53.4928,29.3352,284.63,98,74,2.32,BY,1690075925
96,qarqaraly,49.4058,75.4742,294.12,33,3,1.3,KZ,1690075925
97,kerikeri,-35.2268,173.9474,289.21,67,5,2.24,NZ,1690075925
98,acarau,-2.8856,-40.12,298.57,80,13,5.32,BR,1690075925
99,qaqortoq,60.7167,-46.0333,285.55,70,100,3.07,GL,1690075926
100,acapulco de juarez,16.8634,-99.8901,301.05,69,75,4.12,MX,1690075827
101,keren,15.7778,38.4581,296.3,71,82,1.95,ER,1690075926
102,rabigh,22.7986,39.0349,302.8,72,60,2.79,SA,1690075926
103,saipan,15.1355,145.701,304.54,100,75,7.15,MP,1690075798
104,vilyuysk,63.7553,121.6247,301.9,39,61,3.08,RU,1690075926
105,urumqi,43.801,87.6005,301.68,28,0,3.0,CN,1690075670
106,whitehorse,60.7161,-135.0538,298.58,50,75,4.02,CA,1690075767
107,papatowai,-46.5619,169.4708,282.08,93,100,3.54,NZ,1690075927
108,mataro,41.5421,2.4445,298.61,78,1,0.45,ES,1690075927
109,stephenville,32.2207,-98.2023,307.22,33,0,4.12,US,1690075927
110,shanting,35.0753,117.4578,303.92,64,0,2.87,CN,1690075927
111,uturoa,-16.7333,-151.4333,297.89,74,77,4.75,PF,1690075927
112,pacific grove,36.6177,-121.9166,297.73,84,0,4.12,US,1690075928
113,srebrenik,44.7078,18.4881,291.51,96,2,0.53,BA,1690075928
114,bata,1.8639,9.7658,296.82,87,96,2.93,GQ,1690075928
115,essaouira,31.5125,-9.77,294.87,78,0,4.63,MA,1690075928
116,mitu,1.1983,-70.1733,295.34,94,68,0.61,CO,1690075929
117,enewetak,11.3474,162.3373,301.89,75,64,6.91,MH,1690075929
118,atafu village,-8.5421,-172.5159,301.56,73,5,3.03,TK,1690075929
119,pontiac,42.6389,-83.2911,295.83,78,40,0.0,US,1690075929
120,afaahiti,-17.75,-149.2833,300.08,66,26,3.9,PF,1690075929
121,tarrafal de sao nicolau,16.5667,-24.3667,298.18,75,64,7.36,CV,1690075929
122,san rafael,-34.6177,-68.3301,282.84,60,100,3.67,AR,1690075930
123,port lincoln,-34.7333,135.8667,286.6,63,100,5.36,AU,1690075930
124,nemuro,43.3236,145.575,290.39,86,99,6.19,JP,1690075930
125,xilin hot,43.9667,116.0333,292.95,64,100,5.63,CN,1690075930
126,robbah,33.2797,6.9098,307.95,10,0,4.11,DZ,1690075930
127,gaiman,-43.2897,-65.4929,278.35,62,68,4.03,AR,1690075930
128,maintirano,-18.0667,44.0167,293.92,90,61,3.13,MG,1690075931
129,pimentel,-6.8367,-79.9342,295.31,78,0,7.2,PE,1690075931
130,road town,18.4167,-64.6167,302.2,74,20,2.57,VG,1690075931
131,blackmans bay,-43.0167,147.3167,285.66,65,98,1.9,AU,1690075931
132,usinsk,65.9939,57.5281,289.06,90,97,3.51,RU,1690075931
133,farafangana,-22.8167,47.8333,292.88,88,99,1.15,MG,1690075932
134,chonchi,-42.6128,-73.8092,275.99,90,41,1.19,CL,1690075932
135,al kharijah,25.4514,30.5464,302.05,20,40,3.46,EG,1690075932
136,tolanaro,-25.0319,46.9987,293.19,83,20,3.09,MG,1690075932
137,rye,40.9807,-73.6837,300.88,72,0,0.0,US,1690075772
138,tiksi,71.6872,128.8694,282.2,64,60,2.18,RU,1690075932
139,fiambala,-27.6871,-67.6149,293.73,8,43,0.84,AR,1690075932
140,port alfred,-33.5906,26.891,286.87,80,3,5.08,ZA,1690075933
141,senanga,-16.1167,23.2667,288.07,53,53,3.09,ZM,1690075933
142,tarko-sale,64.9225,77.785,295.41,58,100,4.29,RU,1690075933
143,leava,-14.3,-178.1667,299.47,73,6,5.52,WF,1690075933
144,magadan,59.5667,150.8,287.89,96,100,1.8,RU,1690075933
145,bethel,41.3712,-73.414,297.35,78,0,1.54,US,1690075805
146,calvinia,-31.4707,19.776,276.79,46,2,1.54,ZA,1690075933
147,junagarh,19.8667,82.9333,299.97,82,87,1.24,IN,1690075934
148,cantaura,9.3057,-64.3584,298.77,71,100,2.78,VE,1690075934
149,kalat,29.0225,66.5916,295.93,65,94,1.23,PK,1690075934
150,itaueira,-7.6033,-43.0256,294.57,41,16,2.1,BR,1690075934
151,jati,24.3539,68.2671,302.85,77,100,1.74,PK,1690075934
152,bardai,11.65,7.2333,295.1,88,83,2.47,NG,1690075934
153,veraval,20.9,70.3667,299.43,92,100,4.2,IN,1690075934
154,burang,30.25,81.1667,283.35,85,100,2.27,CN,1690075935
155,pisco,-13.7,-76.2167,292.18,77,0,7.2,PE,1690075935
156,gavarr,40.354,45.1239,287.82,81,0,0.53,AM,1690075935
157,balabac,7.9868,117.0645,301.82,74,100,2.63,PH,1690075935
158,saladas,-28.2538,-58.6259,296.89,48,100,4.84,AR,1690075935
159,lihue,21.9789,-159.3672,301.92,76,20,6.69,US,1690075922
160,askoy,60.4092,5.226,286.5,52,40,1.03,NO,1690075936
161,crane,31.3974,-102.3501,305.85,32,42,5.4,US,1690075936
162,beni,0.5,29.4667,290.36,59,34,1.01,CD,1690075936
163,marang,5.2056,103.2059,300.1,79,92,1.52,MY,1690075936
164,rio grande,-32.035,-52.0986,292.56,88,100,5.63,BR,1690075936
165,coquimbo,-29.9533,-71.3436,286.0,100,0,1.54,CL,1690075936
166,la passe,45.5549,-0.8967,292.03,89,97,3.85,FR,1690075937
167,parral,26.9333,-105.6667,300.22,20,23,6.91,MX,1690075937
168,port mathurin,-19.6833,63.4167,296.31,69,21,9.58,MU,1690075937
169,pangai,-19.8,-174.35,297.33,70,44,5.6,TO,1690075937
170,north bend,43.4065,-124.2243,294.77,77,0,7.2,US,1690075937
171,shakawe,-18.3667,21.85,286.66,52,0,2.37,BW,1690075937
172,lebu,-37.6167,-73.65,282.1,88,92,1.86,CL,1690075938
173,kapa'a,22.0752,-159.319,302.33,76,20,6.69,US,1690075938
174,fortuna,40.5982,-124.1573,294.22,77,0,5.66,US,1690075938
175,namibe,-15.1961,12.1522,290.41,75,74,4.28,AO,1690075938
176,tadine,-21.55,167.8833,294.99,52,0,7.17,NC,1690075938
177,paramonga,-10.6667,-77.8333,292.65,81,72,3.33,PE,1690075938
178,puerto libertad,-25.9164,-54.6209,297.0,59,5,3.08,AR,1690075939
179,kyren,51.6828,102.1408,294.87,58,12,0.4,RU,1690075939
180,carnarvon,-24.8667,113.6333,292.4,34,0,9.74,AU,1690075939
181,khandyga,62.6667,135.6,295.19,48,30,2.15,RU,1690075939
182,tazovsky,67.4667,78.7,288.89,85,71,1.76,RU,1690075939
183,mumias,0.3351,34.4864,289.4,81,25,1.9,KE,1690075939
184,mujiayingzi,42.1167,118.7833,297.46,59,51,4.18,CN,1690075939
185,midelt,32.6852,-4.7451,298.69,17,67,1.85,MA,1690075940
186,vorgashor,67.5833,63.95,290.44,91,96,0.46,RU,1690075940
187,avarua,-21.2078,-159.775,295.18,100,75,6.69,CK,1690075940
188,port saint john's,-31.6229,29.5448,290.56,53,0,2.49,ZA,1690075940
189,ponta delgada,37.7333,-25.6667,292.55,82,20,2.06,PT,1690075940
190,kenai,60.5544,-151.2583,293.2,69,0,5.14,US,1690075672
191,kourou,5.1552,-52.6478,298.18,86,39,3.6,GF,1690075941
192,semporna,4.4818,118.6112,301.37,70,100,2.47,MY,1690075941
193,baragua,21.6967,-78.6328,298.26,87,20,3.2,CU,1690075941
194,vadso,70.0744,29.7487,281.64,100,100,5.66,NO,1690075941
195,sitka,57.0531,-135.33,290.09,82,100,1.54,US,1690075941
196,urengoy,65.9667,78.3667,295.3,63,100,2.54,RU,1690075941
197,susuman,62.7833,148.1667,284.8,83,100,2.26,RU,1690075942
198,mount pearl,47.5166,-52.7813,292.34,94,75,4.12,CA,1690075804
199,shingu,33.7333,135.9833,301.24,70,4,3.14,JP,1690075942
200,labytnangi,66.6572,66.4183,290.48,93,100,4.02,RU,1690075942
201,al bawiti,28.3492,28.8659,299.48,51,0,4.38,EG,1690075942
202,fuglafjordur,62.244,-6.814,283.41,87,55,4.82,FO,1690075942
203,tiassale,5.8983,-4.8283,295.53,99,100,1.03,CI,1690075942
204,port augusta,-32.5,137.7667,287.15,54,40,7.71,AU,1690075887
205,qurayyat,31.3318,37.3428,298.25,38,0,2.06,SA,1690075943
206,klobuck,50.9008,18.9367,282.51,64,50,2.63,PL,1690075943
207,fort st. john,56.2499,-120.8529,299.09,34,75,2.57,CA,1690075943
208,tulun,54.5611,100.5792,295.1,54,5,3.4,RU,1690075943
209,fale old settlement,-9.3852,-171.2468,301.61,74,43,2.88,TK,1690075943
210,haiku-pauwela,20.9219,-156.3051,304.16,64,40,11.32,US,1690075944
211,st. john's,47.5649,-52.7093,292.81,94,75,4.12,CA,1690075645
212,tralee,52.2704,-9.7026,288.1,97,100,3.77,IE,1690075944
213,gordonvale,-17.0936,145.7842,300.32,66,12,1.71,AU,1690075944
214,pocao de pedras,-4.6667,-44.85,297.04,49,6,1.83,BR,1690075944
215,mount isa,-20.7333,139.5,288.02,36,0,10.29,AU,1690075944
216,merizo village,13.2658,144.6691,304.25,85,100,4.34,GU,1690075945
217,nioki,-2.7167,17.6833,299.2,57,84,2.19,CD,1690075945
218,axim,4.8699,-2.2405,297.34,89,100,3.87,GH,1690075945
219,santo antonio,-6.3106,-35.4789,294.02,95,11,3.83,BR,1690075945
220,lemvig,56.5486,8.3102,287.12,84,53,3.14,DK,1690075945
221,minas de marcona,-15.2119,-75.1103,285.19,88,52,5.77,PE,1690075945
222,persembe,41.0656,37.7714,293.83,69,0,2.33,TR,1690075946
223,dingzhou,38.5131,114.9956,301.21,60,0,1.42,CN,1690075946
224,desnogorsk,54.1508,33.2815,286.35,99,100,2.53,RU,1690075946
225,hammerfest,70.6634,23.6821,282.4,81,5,4.12,NO,1690075868
226,seybaplaya,19.65,-90.6667,300.85,83,44,4.06,MX,1690075946
227,cabo san lucas,22.8909,-109.9124,308.49,55,0,5.14,MX,1690075828
228,balaipungut,1.05,101.2833,300.62,83,77,1.75,ID,1690075946
229,marghita,47.35,22.3333,293.11,87,100,0.04,RO,1690075947
230,isiolo,0.3546,37.5822,292.06,73,61,4.6,KE,1690075947
231,kon tum,14.35,108.0,298.97,81,68,0.77,VN,1690075947
232,tsumeb,-19.2333,17.7167,289.74,45,0,3.58,NA,1690075947
233,al artawiyah,26.5053,45.3444,302.29,13,2,2.75,SA,1690075947
234,hassi messaoud,31.6804,6.0729,305.07,9,0,2.06,DZ,1690075947
235,nguigmi,14.2495,13.1092,302.93,54,100,3.91,NE,1690075948
236,tsiombe,-25.3,45.4833,290.67,86,1,1.96,MG,1690075948
237,windsor,42.3001,-83.0165,297.2,73,0,2.06,CA,1690075877
238,drobeta-turnu severin,44.6319,22.6561,291.38,86,0,2.82,RO,1690075948
239,nova olinda do norte,-3.8881,-59.0942,298.03,54,28,1.49,BR,1690075948
240,manggar,-2.8833,108.2667,301.81,72,10,5.57,ID,1690075948
241,brookings,44.3114,-96.7984,299.32,68,6,2.86,US,1690075795
242,happy valley-goose bay,53.3168,-60.3315,293.32,88,100,5.14,CA,1690075700
243,sao tome,0.3365,6.7273,296.52,81,48,3.8,ST,1690075949
244,san-pedro,4.7485,-6.6363,297.32,89,100,3.28,CI,1690075949
245,port macquarie,-31.4333,152.9167,290.87,65,55,4.73,AU,1690075855
246,regina,50.4501,-104.6178,300.92,43,20,2.57,CA,1690075694
247,zhanaozen,43.3,52.8,301.24,36,4,5.16,KZ,1690075949
248,aral,40.5156,81.2636,306.59,18,90,8.69,CN,1690075949
249,hithadhoo,-0.6,73.0833,301.27,75,12,3.03,MV,1690075950
250,lidkoping,58.5052,13.1577,283.16,94,79,4.07,SE,1690075950
251,keflavik,64.0049,-22.5624,285.39,87,75,2.06,IS,1690075950
252,ribeira brava,32.65,-17.0667,295.5,74,48,2.31,PT,1690075950
253,yarmouth,41.7057,-70.2286,295.91,91,0,1.34,US,1690075950
254,antofagasta,-23.65,-70.4,290.75,82,44,3.59,CL,1690075951
255,liberty,31.8335,-81.5004,299.97,92,75,4.12,US,1690075719
256,kingston,17.997,-76.7936,302.68,78,20,6.69,JM,1690075752
257,camocim,-2.9022,-40.8411,297.9,79,5,4.93,BR,1690075951
258,isangel,-19.55,169.2667,298.21,69,20,2.57,VU,1690075951
259,west bay,19.3667,-81.4167,303.19,80,20,3.09,KY,1690075951
260,scarborough,54.2797,-0.4044,289.07,93,100,0.89,GB,1690075725
261,sao jose da coroa grande,-8.8978,-35.1478,297.26,76,80,6.42,BR,1690075952
262,inarajan village,13.2736,144.7484,304.48,85,100,4.41,GU,1690075952
263,nacozari de garcia,30.3742,-109.6908,296.85,59,98,4.86,MX,1690075952
264,port douglas,-16.4833,145.4667,296.47,62,6,1.71,AU,1690075952
265,horta,38.5333,-28.6333,293.16,85,24,1.79,PT,1690075953
266,cabedelo,-6.9811,-34.8339,296.52,83,77,7.55,BR,1690075673
267,hasaki,35.7333,140.8333,303.31,70,98,3.21,JP,1690075953
268,talnakh,69.4865,88.3972,292.0,84,91,0.96,RU,1690075953
269,narasannapeta,18.4167,84.05,300.99,83,99,2.49,IN,1690075953
270,sutherlin,43.3901,-123.3126,307.15,25,0,3.09,US,1690075954
271,tympaki,35.0729,24.7685,303.27,35,0,1.34,GR,1690075954
272,aginskoye,51.1,114.53,296.34,39,3,5.83,RU,1690075954
273,kongsberg,59.6652,9.6465,283.26,95,46,1.34,NO,1690075954
274,jiujiang,29.7333,115.9833,302.64,79,100,1.59,CN,1690075955
275,wenling,28.3669,121.36,301.13,85,97,4.96,CN,1690075955
276,newman,37.3138,-121.0208,315.34,8,10,2.87,US,1690075955
277,pindushi,62.9152,34.58,285.71,99,100,2.14,RU,1690075955
278,rikaze,29.25,88.8833,289.12,44,100,1.83,CN,1690075955
279,luanda,-8.8368,13.2343,293.15,94,19,3.09,AO,1690075955
280,fisterra,42.9049,-9.2629,287.45,78,100,2.72,ES,1690075956
281,peniche,39.3558,-9.3811,291.64,85,0,7.93,PT,1690075956
282,tshabong,-26.05,22.45,286.71,63,41,4.68,BW,1690075956
283,kulhudhuffushi,6.6221,73.07,301.31,79,95,6.87,MV,1690075956
284,georgetown,5.4112,100.3354,302.11,92,20,2.68,MY,1690075956
285,montrose,38.4166,-108.2673,301.82,17,0,2.96,US,1690075956
286,presidente medici,-11.1753,-61.9014,295.86,42,0,0.96,BR,1690075956
287,kostomuksha,64.571,30.5767,284.31,99,100,1.93,RU,1690075956
288,galeras,9.161,-75.0481,299.95,79,100,2.94,CO,1690075957
289,sao miguel do araguaia,-13.275,-50.1628,296.25,43,3,1.99,BR,1690075957
290,sault ste. marie,46.5168,-84.3333,295.31,62,0,3.09,CA,1690075957
291,surkhpur,32.7161,74.4461,299.97,84,100,4.24,PK,1690075957
292,phan rang-thap cham,11.5667,108.9833,304.43,57,26,0.68,VN,1690075957
293,guangming,45.3333,122.7833,291.68,96,100,8.5,CN,1690075957
294,dingtao,35.0683,115.5625,306.19,55,0,3.37,CN,1690075957
295,piacabucu,-10.4056,-36.4344,296.0,81,10,4.97,BR,1690075958
296,nabulao,9.6616,122.4577,300.15,87,100,3.99,PH,1690075958
297,panaba,21.2833,-88.2667,299.41,84,29,2.17,MX,1690075958
298,porto novo,6.4965,2.6036,297.05,92,100,2.85,BJ,1690075876
299,guerrero negro,27.9769,-114.0611,293.56,78,3,6.75,MX,1690075958
300,dongtai,32.8523,120.3095,303.03,77,98,2.47,CN,1690075958
301,duminichi,53.9345,35.1099,286.48,93,100,2.5,RU,1690075958
302,quellon,-43.1167,-73.6167,277.29,93,75,1.54,CL,1690075958
303,vrangel',42.7297,133.0839,294.15,85,96,5.34,RU,1690075959
304,aykhal,66.0,111.5,299.7,34,53,7.52,RU,1690075959
305,kristiansund,63.1115,7.732,286.18,87,40,1.54,NO,1690075959
306,rafsanjan,30.4067,55.9939,301.45,13,52,1.36,IR,1690075959
307,hadibu,12.65,54.0333,298.39,80,100,12.87,YE,1690075959
308,champerico,14.3,-91.9167,302.29,75,100,1.2,GT,1690075959
309,lishu,43.3047,124.3278,294.89,90,98,8.94,CN,1690075959
310,hettstedt,51.65,11.5,290.62,56,100,2.58,DE,1690075959
311,san patricio,28.017,-97.5169,307.34,58,0,5.96,US,1690075960
312,saudarkrokur,65.7461,-19.6394,283.36,77,100,0.35,IS,1690075960
313,mwinilunga,-11.7358,24.4293,289.29,50,2,4.04,ZM,1690075960
314,aasiaat,68.7098,-52.8699,276.65,98,100,1.99,GL,1690075960
315,jinghong,21.991,100.7341,300.93,73,88,0.7,CN,1690075762
316,salalah,17.0151,54.0924,298.2,100,100,1.03,OM,1690075960
317,college,64.8569,-147.8028,302.36,37,75,0.0,US,1690075960
318,karpinsk,59.7654,60.0085,286.25,97,100,2.56,RU,1690075960
319,tura,25.5198,90.2201,300.29,88,94,1.4,IN,1690075961
320,mata-utu,-13.2816,-176.1745,300.39,78,68,4.86,WF,1690075961
321,salekhard,66.53,66.6019,290.1,94,100,2.9,RU,1690075961
322,puerto colombia,10.9878,-74.9547,301.2,89,90,7.34,CO,1690075961
323,zhatay,62.1594,129.8294,299.18,50,0,3.13,RU,1690075961
324,maputo,-25.9653,32.5892,288.97,77,0,4.63,MZ,1690075689
325,port isabel,26.0734,-97.2086,305.2,75,0,7.2,US,1690075961
326,inirida,3.8653,-67.9239,295.7,98,73,1.09,CO,1690075961
327,calabozo,8.9242,-67.4293,296.83,94,100,0.64,VE,1690075962
328,canela,-29.3656,-50.8156,289.42,83,28,0.89,BR,1690075962
329,kamen'-na-obi,53.7884,81.3423,291.03,88,94,3.59,RU,1690075962
330,malanje,-9.5402,16.341,290.41,83,9,1.18,AO,1690075962
331,ujae,8.9322,165.7642,301.75,79,38,8.12,MH,1690075962
332,bela crkva,44.8975,21.4172,293.2,96,0,0.95,RS,1690075962
333,nar'yan-mar,67.6713,53.087,286.09,97,100,4.29,RU,1690075962
334,mariehamn,60.0973,19.9348,288.07,82,0,1.54,AX,1690075963
335,sao joao da barra,-21.6403,-41.0511,294.06,84,49,5.48,BR,1690075808
336,mao,39.8885,4.2658,298.46,78,0,2.57,ES,1690075963
337,gongzhuling,43.5008,124.8198,294.31,89,100,8.04,CN,1690075963
338,reggane,26.7158,0.1714,310.15,13,81,3.75,DZ,1690075963
339,praia da vitoria,38.7333,-27.0667,295.29,94,75,2.63,PT,1690075963
340,tateyama,34.9833,139.8667,299.14,70,33,2.03,JP,1690075963
341,badger,64.8,-147.5333,302.32,36,0,0.89,US,1690075964
342,mushie,-3.0167,16.9,297.09,62,69,1.73,CD,1690075964
343,smithfield,41.922,-71.5495,296.12,84,0,0.0,US,1690075703
344,al hazm,16.1641,44.7769,302.16,30,24,3.38,YE,1690075964
345,beitbridge,-22.2167,30.0,286.3,84,0,1.6,ZW,1690075964
346,wau,7.7029,27.9953,294.22,95,84,1.74,SS,1690075964
347,north shore,-36.8,174.75,288.62,67,28,2.68,NZ,1690075964
348,fang,19.9169,99.2145,300.87,85,90,0.4,TH,1690075964
349,namtsy,62.7161,129.6658,300.89,44,72,5.42,RU,1690075965
350,zouerate,22.7187,-12.4521,301.39,34,2,6.06,MR,1690075965
351,arkalyk,50.2486,66.9114,296.74,39,59,5.81,KZ,1690075965
352,mumford,5.2618,-0.759,297.15,91,100,4.72,GH,1690075965
353,badiyah,22.45,58.8,303.63,52,100,2.22,OM,1690075965
354,tromso,69.6496,18.957,286.69,82,75,2.06,NO,1690075965
355,al jawf,29.5,38.75,299.57,27,3,3.88,SA,1690075965
356,autazes,-3.5797,-59.1306,299.03,53,74,1.34,BR,1690075966
357,madang,-5.2246,145.7966,302.63,70,36,2.63,PG,1690075966
358,villa gesell,-37.2639,-56.973,283.74,92,100,7.42,AR,1690075966
359,labrador city,52.9463,-66.9114,289.1,94,100,1.03,CA,1690075810
360,beau vallon,-20.4189,57.6953,294.38,94,75,5.14,MU,1690075966
361,santa ana de yacuma,-13.75,-65.4333,298.47,42,0,1.53,BO,1690075966
362,lucas,41.6501,-83.6666,295.66,89,0,2.57,US,1690075966
363,berbera,10.4396,45.0143,305.62,43,96,15.24,SO,1690075966
364,linxia chengguanzhen,35.6003,103.2064,293.9,61,99,1.16,CN,1690075967
365,emerald,-23.5333,148.1667,289.45,36,98,3.71,AU,1690075844
366,maragogi,-9.0122,-35.2225,296.85,78,70,6.14,BR,1690075967
367,andorra,42.5,1.5,289.5,78,0,0.76,AD,1690075967
